,Age,CompFreq,CompTotal,ConvertedComp,Country,Gender,YearsCode
28295,36.0,Monthly,204000.0,28824.0,Bangladesh,Man,18
28296,23.0,Monthly,1400.0,3852.0,Brazil,Man,6
28297,38.0,Yearly,180000.0,120257.0,Australia,Man,23
28298,52.0,Yearly,115000.0,76831.0,Australia,Man,20
28299,29.0,Yearly,1300000.0,18150.0,India,Man,10
28301,26.0,Monthly,1200.0,15564.0,Italy,Man,10
28303,28.0,Monthly,10000.0,27492.0,Brazil,Woman,11
28307,23.0,Monthly,6000000.0,5268.0,Indonesia,Woman,9
28309,43.0,Yearly,205000.0,205000.0,United States,Man,15
28317,23.0,Yearly,55000.0,55000.0,United States,Man,4
28322,21.0,Yearly,90000.0,90000.0,United States,Man,4
28323,31.0,Monthly,13000.0,45528.0,Israel,Man,15
28325,38.0,Yearly,139000.0,139000.0,United States,Man,17
28326,30.0,Monthly,30000.0,19392.0,Mexico,Man,14
28329,26.0,Monthly,8600.0,14928.0,Bolivia,Man,10
28330,30.0,Yearly,59250.0,59250.0,United States,Man,16
28331,27.0,Yearly,100000.0,100000.0,United States,Man,6
28332,35.0,Yearly,73000.0,73000.0,United States,Man,1
28333,25.0,Yearly,60000.0,60000.0,United States,Man,7
28338,33.0,Yearly,195000.0,195000.0,United States,Woman,7
28339,39.0,Yearly,185000.0,139918.0,Canada,Man,30
28340,21.0,Monthly,6400.0,19440.0,Poland,Man,6
28341,22.0,Monthly,60000.0,2304.0,Hungary,Man,10
28342,30.0,Yearly,48000.0,48000.0,United States,Man,18
28343,29.0,Monthly,18000.0,11640.0,Mexico,Man,7
28345,30.0,Yearly,270000.0,270000.0,United States,Man,5
28348,26.0,Yearly,24000.0,25944.0,Portugal,Man,9
28349,22.0,Yearly,58000.0,62697.0,Germany,Man,8
28350,23.0,Monthly,20000.0,12924.0,Mexico,Man,4
28352,30.0,Yearly,85000.0,56788.0,Australia,Man,7
28358,23.0,Yearly,72000.0,72000.0,United States,Man,5
28359,24.0,Yearly,66000.0,66000.0,United States,Man,6
28365,29.0,Monthly,12000.0,103272.0,Singapore,Man,15
28367,28.0,Yearly,93600.0,70791.0,Canada,Man,16
28375,27.0,Yearly,61200.0,61200.0,Brazil,Man,10
28377,29.0,Yearly,39842.0,51500.0,United Kingdom,Man,5
28379,39.0,Yearly,120000.0,120000.0,United States,Man,22
28381,30.0,Yearly,88000.0,66556.0,Canada,Man,17
28385,35.0,Yearly,110000.0,110000.0,United States,Man,26
28386,23.0,Monthly,35000.0,4944.0,Bangladesh,Man,5
28390,26.0,Yearly,1500000.0,20943.0,India,Man,4
28391,39.0,Yearly,98000.0,98000.0,United States,Man,34
28393,31.0,Monthly,1700.0,20400.0,Uzbekistan,Man,14
28394,28.0,Monthly,13000.0,22296.0,China,Man,9
28397,26.0,Yearly,127000.0,127000.0,United States,Man,5
28400,23.0,Monthly,2000.0,5496.0,Brazil,Man,5
28404,30.0,Yearly,120000.0,120000.0,United States,Man,
28406,23.0,Yearly,72800.0,72800.0,United States,Man,7
28408,34.0,Monthly,1850.0,22200.0,El Salvador,Man,16
28409,22.0,Yearly,77000.0,77000.0,United States,Man,10
28410,37.0,Yearly,135000.0,135000.0,United States,Man,17
28412,46.0,Yearly,65000.0,65000.0,United States,Man,40
28413,35.0,Yearly,165000.0,165000.0,United States,Man,20
28415,28.0,Yearly,120000.0,90758.0,Canada,Man,10
28417,39.0,Monthly,2000.0,0.0,Malaysia,,20
28421,30.0,Monthly,600.0,23532.0,Kuwait,Man,12
28424,38.0,Yearly,130000.0,130000.0,United States,Man,22
28431,36.0,Yearly,500000000.0,11875.0,Iran,,Less than 1 year
28433,29.0,Yearly,109000.0,109000.0,United States,Man,9
28434,26.0,Yearly,900000.0,12566.0,India,Man,7
28435,40.0,Yearly,135000.0,135000.0,United States,"Non-binary, genderqueer, or gender non-conforming",8
28437,26.0,Monthly,50000000.0,14256.0,Iran,Woman,8
28443,34.0,Yearly,108000.0,108000.0,United States,Man,4
28444,47.0,Yearly,0.0,0.0,India,Man,35
28446,24.0,Yearly,89000.0,89000.0,United States,Man,6
28450,29.0,Yearly,60000.0,60000.0,United States,"Man;Non-binary, genderqueer, or gender non-conforming",18
28451,40.0,Yearly,170000.0,170000.0,United States,Man,24
28452,23.0,Monthly,21600.0,5124.0,Philippines,Man,7
28453,37.0,Yearly,100000.0,100000.0,United States,Man,10
28454,28.0,Monthly,19950000.0,10320.0,Viet Nam,Man,13
28455,31.0,Monthly,700.0,9084.0,Austria,Man,15
28456,24.0,Yearly,200000.0,200000.0,United States,"Non-binary, genderqueer, or gender non-conforming",10
28457,20.0,Yearly,26000.0,26000.0,United States,Man,8
28458,32.0,Yearly,42000.0,42000.0,United States,Man,19
28459,23.0,Yearly,400000.0,5585.0,India,Man,6
28460,36.0,Monthly,15000.0,2916.0,Argentina,Man,28
28469,43.0,Yearly,160000.0,160000.0,United States,Man,10
28470,21.0,Yearly,190000.0,190000.0,United States,Man,8
28471,23.0,Monthly,5050.0,13704.0,Romania,Woman,11
28474,31.0,Monthly,88000.0,14748.0,India,Man,13
28475,22.0,Monthly,1000.0,12000.0,Chile,Man,2
28476,36.0,Monthly,32500.0,113820.0,Israel,Man,11
28478,23.0,Monthly,22500.0,3768.0,India,Man,6
28480,33.0,Monthly,15000000.0,4272.0,Iran,Man,10
28485,23.0,Yearly,675996.0,9438.0,India,Man,8
28486,26.0,Monthly,300000.0,50268.0,India,Man,8
28488,37.0,Monthly,6750.0,21600.0,Saudi Arabia,Man,18
28491,28.0,Monthly,25000000.0,7128.0,Iran,Man,3
28492,30.0,Monthly,40000.0,6696.0,India,Man,10
28493,30.0,Monthly,7500000.0,2136.0,Iran,Man,10
28494,26.0,Yearly,200000.0,151263.0,Canada,Man,10
28497,35.0,Monthly,10000.0,32664.0,United Arab Emirates,Man,10
28498,35.0,Monthly,28000.0,98064.0,Israel,Man,28
28499,27.0,Yearly,75000.0,50107.0,Australia,"Non-binary, genderqueer, or gender non-conforming",19
28500,26.0,Monthly,45000.0,6360.0,Bangladesh,Man,6
28501,29.0,Monthly,700000.0,26940.0,Hungary,Man,7
28505,25.0,Yearly,125000.0,125000.0,United States,Man,7
28507,28.0,Yearly,1200000.0,16754.0,India,Man,10
28508,33.0,Yearly,91500.0,91500.0,United States,Man,16
28511,38.0,Monthly,700.0,8400.0,Egypt,Woman,9
28515,27.0,Monthly,14000.0,46140.0,Qatar,Man,6
28516,25.0,Monthly,960000.0,9660.0,Iraq,Woman,8
28517,43.0,Yearly,105000.0,105000.0,United States,Man,30
28519,37.0,Yearly,130000.0,130000.0,United States,Man,13
28522,25.0,Monthly,3000.0,38916.0,Latvia,Man,3
28523,28.0,Monthly,11000.0,35196.0,Saudi Arabia,Man,8
28524,28.0,Yearly,1300000.0,18150.0,India,Man,10
28525,35.0,Yearly,118000.0,78835.0,Australia,Man,20
28526,42.0,Yearly,105000.0,113503.0,Germany,Man,20
28530,29.0,Yearly,1600000.0,22339.0,India,Man,8
28534,36.0,Monthly,3300.0,42804.0,Germany,Man,24
28535,21.0,Monthly,8000000.0,2280.0,Iran,Man,7
28537,28.0,Monthly,92000.0,15408.0,India,Man,7
28541,43.0,Yearly,110000.0,118908.0,Germany,Man,35
28545,34.0,Yearly,25000.0,25000.0,India,Man,15
28546,29.0,Monthly,7000.0,1596.0,Sudan,Man,4
28547,28.0,Monthly,60000.0,10056.0,India,Man,12
28553,30.0,Monthly,3500.0,45396.0,Austria,Man,12
28555,30.0,Monthly,7000.0,21264.0,Poland,Man,15
28556,31.0,Weekly,1000.0,50000.0,Turkmenistan,Man,5
28559,34.0,Weekly,9500.0,25600.0,Mexico,Man,10
28560,31.0,Monthly,390000.0,30348.0,Pakistan,Man,15
28562,18.0,Yearly,19000.0,24559.0,United Kingdom,Man,3
28564,25.0,Yearly,1900000.0,26527.0,India,Man,9
28568,24.0,Monthly,20000.0,3348.0,India,Man,8
28569,25.0,Yearly,100000.0,100000.0,United States,Man,15
28571,30.0,Monthly,6300.0,18156.0,Malaysia,Woman,10
28575,22.0,Yearly,220000.0,3072.0,India,Man,5
28579,28.0,Yearly,950000.0,13264.0,India,Man,7
28581,35.0,Monthly,4800.0,62268.0,Germany,Woman,5
28582,38.0,Monthly,28000.0,98064.0,Israel,Man,7
28585,32.0,Yearly,4000000.0,55847.0,India,Man,20
28586,22.0,Yearly,300000.0,4189.0,India,Man,5
28587,22.0,Monthly,1685.0,21852.0,Lithuania,Man,11
28591,28.0,Monthly,14000.0,27612.0,Turkey,Woman,10
28595,29.0,Monthly,30000.0,105072.0,Israel,Man,14
28596,23.0,Yearly,302400.0,4222.0,India,Man,1
28597,25.0,Monthly,12000.0,32988.0,Brazil,Man,8
28600,28.0,Yearly,1800000.0,25131.0,India,Man,9
28601,48.0,Monthly,2200.0,28536.0,Italy,Man,28
28604,31.0,Yearly,40000.0,51704.0,United Kingdom,Woman,3
28606,37.0,Yearly,52000.0,52000.0,United States,Woman,10
28608,43.0,Yearly,36000.0,46533.0,United Kingdom,Man,19
28611,32.0,Yearly,60000.0,64859.0,Germany,Man,11
28612,28.0,Monthly,3200.0,41508.0,Germany,Woman,2
28613,32.0,Yearly,32000.0,41363.0,United Kingdom,Man,Less than 1 year
28615,21.0,Monthly,200000000.0,57000.0,Iran,Man,6
28616,29.0,Yearly,150000.0,973.0,Pakistan,Man,8
28617,40.0,Yearly,650000.0,70132.0,Norway,Man,23
28623,30.0,Monthly,40000.0,20784.0,Czech Republic,Man,9
28624,32.0,Yearly,112000.0,113847.0,Switzerland,Man,19
28626,32.0,Yearly,50000.0,54049.0,Germany,Woman,6
28627,27.0,Monthly,60000000.0,17100.0,Iran,Man,9
28628,23.0,Monthly,40000000.0,11400.0,Iran,Man,3
28629,26.0,Yearly,74000.0,55967.0,Canada,Man,6
28630,48.0,Monthly,1200000.0,46188.0,Hungary,Man,28
28631,30.0,Yearly,53000.0,57292.0,Italy,Man,18
28632,27.0,Monthly,30000.0,36816.0,Sweden,Man,15
28633,35.0,Monthly,38000.0,133080.0,Israel,Man,10
28636,34.0,Monthly,40000.0,7548.0,Russian Federation,Man,11
28639,40.0,Yearly,600000.0,64737.0,Norway,Man,35
28640,32.0,Monthly,406000.0,15624.0,Hungary,Man,2
28642,22.0,Yearly,70000.0,90482.0,United Kingdom,Man,5
28643,33.0,Yearly,70000.0,75669.0,Germany,Man,23
28644,29.0,Monthly,80000000.0,22800.0,Iran,Man,12
28646,25.0,Monthly,3150.0,9084.0,Malaysia,Man,6
28647,33.0,Monthly,30000.0,52248.0,Croatia,Man,17
28648,25.0,Monthly,40000.0,6696.0,India,Man,7
28650,48.0,Yearly,260000.0,173705.0,Australia,Man,36
28651,33.0,Monthly,23000000.0,6552.0,Iran,Man,13
28652,23.0,Monthly,27400.0,95964.0,Israel,Man,4
28653,46.0,Yearly,48000.0,51887.0,Spain,Man,30
28656,29.0,Yearly,18000.0,47740.0,Bahrain,Man,11
28657,29.0,Yearly,55000.0,59454.0,Netherlands,Man,19
28658,27.0,Monthly,220000.0,7248.0,Nigeria,Man,6
28659,32.0,Monthly,373000.0,41076.0,Serbia,Man,13
28660,26.0,Weekly,3000.0,8100.0,Mexico,Man,6
28661,28.0,Yearly,75000.0,47917.0,New Zealand,Woman,10
28663,34.0,Yearly,37000.0,47826.0,United Kingdom,Man,13
28666,24.0,Monthly,23500.0,3324.0,Bangladesh,Man,4
28669,42.0,Monthly,39000.0,136584.0,Israel,Man,25
28675,36.0,Monthly,90000.0,16980.0,Russian Federation,Man,20
28676,26.0,Yearly,2000000.0,27923.0,India,Man,6
28677,23.0,Monthly,10000.0,17148.0,China,Man,6
28679,30.0,Yearly,60000.0,77556.0,United Kingdom,Woman,4
28681,24.0,Yearly,42000.0,45401.0,Germany,Man,6
28684,22.0,Yearly,180000.0,45562.0,Poland,Man,4
28687,47.0,Yearly,66000.0,71345.0,Italy,Man,30
28690,31.0,Monthly,27000.0,94560.0,Israel,Man,13
28691,24.0,Monthly,2849000.0,8364.0,Cambodia,Man,6
28694,52.0,Yearly,130000.0,130000.0,United States,Man,39
28697,23.0,Monthly,320000.0,12312.0,Hungary,,3
28700,31.0,Yearly,45600.0,49293.0,Netherlands,Man,19
28701,29.0,Yearly,150000.0,162147.0,Belgium,Man,9
28702,24.0,Monthly,36000.0,6036.0,India,Man,6
28704,23.0,Yearly,348000.0,4509.0,Afghanistan,Man,2
28706,27.0,Monthly,65000.0,33780.0,Czech Republic,Man,18
28710,27.0,Monthly,2100.0,27240.0,Greece,Woman,9
28711,23.0,Monthly,43000.0,16524.0,Thailand,Man,11
28714,40.0,Yearly,150000.0,152473.0,Switzerland,Man,26
28715,50.0,Yearly,11000000.0,98922.0,Japan,Man,28
28716,32.0,Yearly,130000.0,140527.0,Netherlands,Man,14
28720,25.0,Monthly,1500.0,19452.0,Germany,Man,8
28722,40.0,Weekly,3100.0,117250.0,Canada,Man,28
28723,31.0,Yearly,1080000.0,2963.0,Ghana,Man,6
28725,29.0,Monthly,1200.0,6540.0,Belarus,Man,2
28726,25.0,Yearly,282000.0,3937.0,India,Man,3
28728,38.0,Yearly,12000000.0,107915.0,Japan,Man,26
28730,24.0,Yearly,600000.0,8377.0,India,Man,7
28733,26.0,Yearly,1500000.0,20943.0,India,Man,9
28737,31.0,Yearly,75000.0,81074.0,Belgium,Man,13
28738,26.0,Monthly,0.0,0.0,Bulgaria,Man,5
28740,29.0,Yearly,38000000.0,31858.0,Republic of Korea,Man,8
28743,26.0,Monthly,100000.0,7788.0,Pakistan,Man,8
28745,31.0,Monthly,1800.0,23352.0,Spain,Man,13
28746,51.0,Monthly,2400.0,28800.0,United Republic of Tanzania,Man,38
28747,35.0,Yearly,1350000.0,173675.0,United Kingdom,Man,22
28749,27.0,Monthly,15000.0,2124.0,Bangladesh,Man,6
28753,38.0,Yearly,170000.0,219741.0,United Kingdom,Man,20
28754,28.0,Monthly,16000.0,27864.0,Croatia,Man,16
28756,26.0,Monthly,3700.0,48000.0,Estonia,Man,7
28761,30.0,Yearly,27500.0,29727.0,Spain,Man,16
28763,30.0,Monthly,60000000.0,17100.0,Iran,Man,10
28766,31.0,Yearly,135000.0,90193.0,Australia,Woman,17
28768,40.0,Yearly,33000.0,35672.0,Italy,Man,34
28770,26.0,Yearly,100000.0,108098.0,Ireland,Man,8
28772,37.0,Yearly,45000.0,48644.0,Italy,Man,22
28773,30.0,Monthly,110000000.0,31356.0,Iran,Man,10
28774,26.0,Yearly,175003.0,39579.0,Romania,Woman,11
28776,36.0,Yearly,250000.0,250000.0,United States,Man,18
28777,23.0,Yearly,30000.0,38778.0,United Kingdom,Man,7
28778,28.0,Yearly,100000.0,1396.0,India,Man,10
28781,23.0,Yearly,970.0,1368.0,Saudi Arabia,Man,6
28782,24.0,Monthly,900.0,11676.0,Austria,Man,10
28787,30.0,Monthly,45000.0,23388.0,Czech Republic,Man,15
28789,34.0,Monthly,70000.0,13212.0,Russian Federation,Man,16
28790,27.0,Monthly,4400.0,57072.0,Germany,Man,16
28791,31.0,Monthly,65000.0,79776.0,Sweden,Man,20
28793,25.0,Monthly,150000.0,15900.0,Albania,Man,5
28794,35.0,Monthly,3500.0,45396.0,Germany,Man,13
28795,36.0,Monthly,31000.0,108564.0,Israel,Man,18
28796,22.0,Yearly,230000.0,3211.0,India,Man,6
28797,19.0,Yearly,18000.0,23267.0,United Kingdom,Man,2
28800,21.0,Monthly,40000.0,7548.0,Russian Federation,Man,3
28802,45.0,Yearly,57562.0,74404.0,United Kingdom,Man,37
28803,36.0,Monthly,770000.0,83100.0,Japan,Man,17
28805,34.0,Monthly,37500.0,131328.0,Israel,Man,12
28806,23.0,Yearly,480000.0,6702.0,India,Man,7
28808,38.0,Yearly,49348.0,49348.0,Costa Rica,Man,19
28813,32.0,Monthly,11000.0,21696.0,Turkey,Man,15
28815,35.0,Yearly,165000.0,110236.0,Australia,Man,21
28818,35.0,Monthly,34000.0,119076.0,Israel,Man,24
28819,30.0,Monthly,250000.0,19452.0,Pakistan,Man,13
28820,25.0,Yearly,250000.0,686.0,Nigeria,Man,6
28821,27.0,Monthly,100000000.0,28500.0,Iran,Man,13
28825,24.0,Monthly,1000.0,12972.0,Romania,Man,10
28826,23.0,Monthly,414000.0,15936.0,Hungary,Man,5
28828,31.0,Yearly,89000.0,115041.0,United Kingdom,Man,11
28830,35.0,Yearly,137000.0,137000.0,Netherlands,Man,20
28832,45.0,Monthly,1200.0,15564.0,Italy,Man,37
28834,22.0,Monthly,20000.0,3348.0,India,Man,6
28835,40.0,Yearly,75000.0,81074.0,France,Man,20
28836,30.0,Monthly,60000000.0,17100.0,Iran,Man,11
28841,34.0,Monthly,3787.0,49128.0,Germany,Man,20
28842,53.0,Yearly,42000.0,45401.0,France,Man,25
28845,31.0,Monthly,3850.0,49944.0,Netherlands,Man,7
28846,41.0,Yearly,220000.0,55687.0,Poland,Man,27
28853,31.0,Yearly,510000.0,73812.0,Denmark,Man,19
28854,31.0,Yearly,70000.0,75669.0,Spain,Man,15
28857,26.0,Monthly,3750.0,48648.0,France,"Non-binary, genderqueer, or gender non-conforming",12
28865,22.0,Yearly,750000.0,10471.0,India,Man,4
28866,37.0,Yearly,75000.0,50107.0,Australia,Man,10
28867,27.0,Yearly,1400000.0,19546.0,India,Man,12
28868,24.0,Monthly,2800.0,18564.0,Bulgaria,Woman,11
28870,23.0,Monthly,800000.0,20064.0,Armenia,Man,6
28873,30.0,Yearly,1750000.0,24433.0,India,Woman,12
28878,32.0,Monthly,3666667.0,36888.0,South Korea,Man,8
28879,22.0,Monthly,180000.0,33972.0,Russian Federation,Man,8
28881,57.0,Yearly,60000.0,64859.0,Italy,Man,25
28883,42.0,Monthly,1300000.0,50028.0,Hungary,Man,28
28886,27.0,Yearly,60000.0,64859.0,France,Man,10
28887,34.0,Yearly,1120000000.0,26600.0,Iran,Man,15
28888,45.0,Yearly,160000.0,106895.0,Australia,Man,27
28890,28.0,Monthly,35000.0,4944.0,Bangladesh,Man,8
28891,32.0,Yearly,82000.0,88640.0,Netherlands,Man,17
28892,21.0,Monthly,2500.0,30000.0,India,Man,9
28893,25.0,Yearly,1050000.0,34799.0,Taiwan,"Man;Non-binary, genderqueer, or gender non-conforming",7
28895,26.0,Monthly,3500.0,42000.0,United States,Man,12
28900,50.0,Yearly,700000.0,75527.0,Norway,Man,37
28901,26.0,Monthly,3200.0,41508.0,Germany,Man,14
28902,27.0,Yearly,52000.0,56211.0,Netherlands,Man,12
28905,49.0,Yearly,56000.0,60535.0,Germany,Man,27
28907,55.0,Monthly,1000.0,12972.0,Portugal,Man,39
28911,32.0,Yearly,56000.0,60535.0,Germany,Man,17
28914,60.0,Yearly,168000.0,168000.0,United States,Man,43
28915,38.0,Monthly,28000.0,98064.0,Israel,Man,30
28916,23.0,Monthly,35000.0,5868.0,India,Man,8
28918,26.0,Weekly,18000.0,262650.0,Israel,Man,6
28920,25.0,Yearly,650000.0,9075.0,India,Woman,5
28926,26.0,Monthly,7000000.0,1992.0,Iran,Woman,16
28927,33.0,Monthly,17000.0,59544.0,Israel,Man,13
28928,25.0,Monthly,4000.0,3072.0,Egypt,Man,4
28929,30.0,Monthly,100000000.0,28500.0,Iran,Man,9
28930,39.0,Yearly,150000.0,193889.0,United Kingdom,Man,24
28932,18.0,Yearly,100000.0,75631.0,Canada,Man,12
28935,37.0,Yearly,46000.0,59459.0,United Kingdom,Woman,20
28938,18.0,Yearly,51000.0,65922.0,United Kingdom,Man,7
28939,35.0,Monthly,17700.0,61992.0,Israel,Man,10
28940,38.0,Monthly,23000.0,73584.0,Saudi Arabia,Man,17
28941,43.0,Monthly,35000.0,122580.0,Israel,Man,20
28942,50.0,Weekly,1120.0,72400.0,United Kingdom,Man,7
28946,42.0,Yearly,50000.0,54049.0,Italy,Man,25
28948,33.0,Yearly,29000.0,31348.0,Italy,Man,15
28949,33.0,Yearly,100000.0,100000.0,United States,Man,8
28950,25.0,Yearly,489000.0,6827.0,India,Man,6
28952,32.0,Yearly,105000.0,105000.0,United States,Man,20
28953,35.0,Monthly,17000.0,51636.0,Poland,Man,15
28955,35.0,Yearly,92000.0,92000.0,United States,Man,10
28957,25.0,Yearly,495000.0,6911.0,India,Woman,10
28959,34.0,Monthly,44000.0,76416.0,Denmark,Man,20
28962,30.0,Monthly,16100.0,48900.0,Poland,Man,18
28964,45.0,Monthly,2500.0,38772.0,United Kingdom,Man,
28965,35.0,Yearly,56000.0,60535.0,Italy,Man,20
28966,30.0,Monthly,3900.0,50592.0,Austria,Man,18
28968,33.0,Monthly,1800.0,21600.0,El Salvador,Man,17
28969,28.0,Yearly,45000.0,48644.0,Spain,,11
28971,38.0,Monthly,63000.0,10560.0,India,Man,27
28972,23.0,Monthly,35417.0,45852.0,Norway,Man,4
28974,29.0,Yearly,700000.0,9773.0,India,Man,13
28975,22.0,Monthly,10000.0,1680.0,India,Man,5
28977,27.0,Monthly,30000000.0,8556.0,Iran,Man,2
28978,45.0,Yearly,800000000.0,89854.0,Lao People's Democratic Republic,Man,6
28979,56.0,Yearly,155000.0,155000.0,United States,Woman,23
28981,31.0,Yearly,60000.0,64859.0,Netherlands,Man,10
28982,24.0,Yearly,33280.0,43018.0,United Kingdom,Man,12
28984,26.0,Yearly,45000.0,58167.0,United Kingdom,Man,8
28985,51.0,Monthly,1900.0,24648.0,Italy,Man,35
28989,21.0,Monthly,340000.0,13080.0,Hungary,Man,5
28993,26.0,Monthly,5000.0,27240.0,Belarus,Man,10
28994,34.0,Yearly,110000.0,110000.0,United States,Man,22
28995,34.0,Monthly,80000.0,15096.0,Russian Federation,Man,11
28996,35.0,Monthly,160000.0,17616.0,Serbia,Man,5
28998,28.0,Yearly,2400000.0,13189.0,Sri Lanka,Man,6
29000,33.0,Monthly,120000.0,11916.0,Algeria,Man,12
29001,47.0,Yearly,130000.0,130000.0,United States,Man,25
29002,33.0,Monthly,3400.0,44100.0,Lithuania,Man,15
29005,24.0,Monthly,30000000.0,8556.0,Iran,Man,10
29006,28.0,Monthly,3800.0,10956.0,Malaysia,Man,7
29007,25.0,Monthly,1400.0,16800.0,Pakistan,Man,7
29009,22.0,Yearly,30000.0,32429.0,France,Man,8
29010,43.0,Yearly,130000.0,130000.0,United States,Man,22
29011,22.0,Monthly,4000.0,12144.0,Poland,Woman,4
29013,34.0,Yearly,76000.0,76000.0,Ireland,Man,20
29014,30.0,Yearly,60000.0,64859.0,Germany,Man,22
29015,24.0,Monthly,70000.0,2304.0,Nigeria,Man,6
29016,23.0,Monthly,3000.0,38916.0,France,Man,7
29017,23.0,Monthly,3500.0,45396.0,Belgium,Man,6
29018,44.0,Yearly,85000.0,85000.0,United States,Man,3
29019,28.0,Monthly,12000000.0,3420.0,Iran,Man,20
29022,28.0,Yearly,79800.0,79800.0,United States,Man,6
29026,26.0,Yearly,633804.0,8849.0,India,Man,12
29028,23.0,Monthly,1400.0,16800.0,Iran,Man,12
29030,29.0,Monthly,2000.0,25944.0,Italy,Man,13
29031,50.0,Monthly,7000.0,85380.0,Switzerland,Man,40
29035,45.0,Monthly,3667.0,47568.0,Germany,Woman,30
29037,27.0,Monthly,50000.0,163344.0,United Arab Emirates,Man,10
29038,32.0,Yearly,20000.0,21620.0,Spain,Man,8
29041,25.0,Yearly,105000.0,17258.0,Turkey,Man,6
29042,31.0,Weekly,12000.0,7050.0,Bangladesh,Man,5
29045,23.0,Yearly,52000.0,67215.0,United Kingdom,Man,9
29046,26.0,Yearly,60000.0,45379.0,Canada,Man,8
29047,49.0,Yearly,84000.0,90802.0,France,Man,37
29050,37.0,Monthly,4000000.0,40260.0,Iraq,Man,15
29052,40.0,Monthly,21000.0,73548.0,Israel,Man,20
29053,26.0,Monthly,67123.0,14136.0,The former Yugoslav Republic of Macedonia,Man,10
29055,29.0,Monthly,100000000.0,28500.0,Iran,Man,7
29056,32.0,Yearly,30000.0,32429.0,Germany,Man,10
29057,19.0,Monthly,2500.0,32424.0,Belgium,Man,7
29058,45.0,Monthly,50000.0,61368.0,Sweden,Man,35
29059,28.0,Monthly,3400.0,44100.0,Netherlands,Woman,14
29060,44.0,Monthly,120000.0,22644.0,Russian Federation,Man,28
29061,32.0,Yearly,28000.0,30267.0,Italy,Man,9
29062,33.0,Monthly,34000.0,119076.0,Israel,Man,8
29064,38.0,Yearly,94000.0,121504.0,United Kingdom,Man,20
29066,25.0,Monthly,4000.0,13188.0,Qatar,Man,9
29068,21.0,Yearly,60000.0,64859.0,Spain,Man,6
29069,28.0,Monthly,130000.0,24540.0,Russian Federation,Man,10
29073,35.0,Yearly,26800.0,28970.0,France,Man,5
29077,29.0,Yearly,645000.0,9005.0,India,Man,16
29078,30.0,Weekly,60.0,3000.0,Iran,Man,11
29081,28.0,Yearly,40000.0,43239.0,France,Man,15
29083,49.0,Yearly,115000.0,115000.0,United States,Man,31
29085,32.0,Yearly,103000.0,104698.0,Switzerland,Man,16
29086,56.0,Yearly,90000.0,90000.0,United States,Man,43
29087,22.0,Yearly,250000.0,3490.0,India,Man,4
29088,23.0,Yearly,70000.0,70000.0,United States,Man,5
29089,32.0,Monthly,3500.0,45396.0,Germany,Man,17
29091,26.0,Monthly,4700.0,60972.0,Belgium,Man,11
29093,34.0,Yearly,95000.0,95000.0,United States,Man,19
29095,31.0,Yearly,74000.0,79993.0,Netherlands,Man,16
29097,28.0,Monthly,24000.0,72900.0,Poland,Man,14
29098,23.0,Monthly,27000.0,34956.0,Norway,Man,8
29099,27.0,Monthly,190000.0,35856.0,Russian Federation,Man,16
29101,18.0,Monthly,800.0,2304.0,Malaysia,Woman,4
29103,27.0,Yearly,70000.0,90482.0,United Kingdom,Man,13
29104,34.0,Yearly,150000.0,152473.0,Switzerland,Man,24
29105,31.0,Yearly,162225.0,162225.0,United States,Man,16
29109,42.0,Monthly,45000.0,157596.0,Israel,Man,21
29110,27.0,Monthly,85000.0,14244.0,India,Man,5
29112,29.0,Monthly,4500.0,58368.0,Austria,Man,15
29113,39.0,Yearly,88000.0,113748.0,United Kingdom,Man,20
29114,35.0,Monthly,3400.0,44100.0,Germany,Man,10
29116,22.0,Monthly,1900.0,24648.0,Lithuania,Man,7
29117,29.0,Yearly,500000.0,6981.0,India,Man,10
29119,29.0,Monthly,94000.0,10356.0,Serbia,Man,3
29120,28.0,Yearly,48000.0,62045.0,United Kingdom,Man,12
29121,21.0,Yearly,67000.0,72426.0,Germany,Man,14
29122,25.0,Yearly,60000.0,60000.0,United States,Man,12
29123,29.0,Monthly,1450.0,18804.0,Greece,Woman,13
29128,39.0,Monthly,14000.0,38484.0,Brazil,Man,32
29137,25.0,Monthly,7000.0,24516.0,Israel,Man,4
29138,41.0,Yearly,65800.0,71129.0,Austria,Man,21
29142,26.0,Yearly,500000.0,72365.0,Denmark,Man,10
29143,41.0,Yearly,149800.0,149800.0,United States,Man,22
29144,35.0,Monthly,35000.0,122580.0,Israel,Man,15
29145,28.0,Monthly,3750.0,48648.0,Germany,Man,14
29148,21.0,Monthly,2200.0,26832.0,Switzerland,Man,9
29149,60.0,Yearly,100000.0,108098.0,Netherlands,Man,42
29152,26.0,Yearly,25000.0,27025.0,Spain,Man,7
29159,36.0,Yearly,44400.0,47996.0,Greece,Man,20
29161,22.0,Monthly,30000000.0,8556.0,Iran,Man,6
29163,32.0,Monthly,7992.0,21684.0,Romania,Man,9
29164,29.0,Monthly,36000.0,126084.0,Israel,Man,5
29165,20.0,Monthly,7500.0,1260.0,India,Man,2
29166,26.0,Monthly,3000.0,8244.0,Brazil,Man,8
29168,30.0,Monthly,12500.0,37968.0,Poland,Man,12
29170,22.0,Yearly,2000000.0,27923.0,India,Man,3
29172,32.0,Yearly,129000.0,129000.0,United States,Man,16
